0	1
0.01	0.98986
0.02	0.979819
0.03	0.969875
0.04	0.960029
0.05	0.950279
0.06	0.940624
0.07	0.931063
0.08	0.921595
0.09	0.912219
0.1	0.902934
0.11	0.89374
0.12	0.884635
0.13	0.875618
0.14	0.866689
0.15	0.857847
0.16	0.849091
0.17	0.840419
0.18	0.831831
0.19	0.823327
0.2	0.814905
0.21	0.806565
0.22	0.798305
0.23	0.790125
0.24	0.782024
0.25	0.774001
0.26	0.766055
0.27	0.758187
0.28	0.750394
0.29	0.742676
0.3	0.735032
0.31	0.727462
0.32	0.719965
0.33	0.712539
0.34	0.705185
0.35	0.697902
0.36	0.690688
0.37	0.683543
0.38	0.676467
0.39	0.669458
0.4	0.662516
0.41	0.655641
0.42	0.648831
0.43	0.642086
0.44	0.635405
0.45	0.628788
0.46	0.622234
0.47	0.615742
0.48	0.609312
0.49	0.602942
0.5	0.596633
0.51	0.590384
0.52	0.584194
0.53	0.578062
0.54	0.571988
0.55	0.565971
0.56	0.560012
0.57	0.554108
0.58	0.548259
0.59	0.542466
0.6	0.536727
0.61	0.531042
0.62	0.52541
0.63	0.51983
0.64	0.514303
0.65	0.508827
0.66	0.503403
0.67	0.498029
0.68	0.492705
0.69	0.48743
0.7	0.482205
0.71	0.477027
0.72	0.471898
0.73	0.466816
0.74	0.461782
0.75	0.456793
0.76	0.451851
0.77	0.446954
0.78	0.442102
0.79	0.437295
0.8	0.432532
0.81	0.427813
0.82	0.423137
0.83	0.418503
0.84	0.413912
0.85	0.409363
0.86	0.404855
0.87	0.400389
0.88	0.395963
0.89	0.391577
0.9	0.387231
0.91	0.382925
0.92	0.378657
0.93	0.374429
0.94	0.370238
0.95	0.366085
0.96	0.36197
0.97	0.357892
0.98	0.35385
0.99	0.349845
1	0.345876
1.01	0.341943
1.02	0.338045
1.03	0.334182
1.04	0.330353
1.05	0.326559
1.06	0.322799
1.07	0.319072
1.08	0.315379
1.09	0.311719
1.1	0.308091
1.11	0.304496
1.12	0.300933
1.13	0.297402
1.14	0.293902
1.15	0.290433
1.16	0.286995
1.17	0.283588
1.18	0.280211
1.19	0.276865
1.2	0.273548
1.21	0.27026
1.22	0.267002
1.23	0.263773
1.24	0.260572
1.25	0.257401
1.26	0.254257
1.27	0.251141
1.28	0.248053
1.29	0.244993
1.3	0.24196
1.31	0.238954
1.32	0.235975
1.33	0.233023
1.34	0.230097
1.35	0.227197
1.36	0.224324
1.37	0.221476
1.38	0.218653
1.39	0.215857
1.4	0.213085
1.41	0.210338
1.42	0.207616
1.43	0.204919
1.44	0.202246
1.45	0.199598
1.46	0.196973
1.47	0.194373
1.48	0.191796
1.49	0.189243
1.5	0.186713
1.51	0.184207
1.52	0.181724
1.53	0.179263
1.54	0.176825
1.55	0.17441
1.56	0.172018
1.57	0.169648
1.58	0.1673
1.59	0.164974
1.6	0.162669
1.61	0.160387
1.62	0.158126
1.63	0.155887
1.64	0.153669
1.65	0.151473
1.66	0.149297
1.67	0.147143
1.68	0.145009
1.69	0.142896
1.7	0.140804
1.71	0.138732
1.72	0.136681
1.73	0.13465
1.74	0.132639
1.75	0.130648
1.76	0.128677
1.77	0.126726
1.78	0.124794
1.79	0.122882
1.8	0.12099
1.81	0.119117
1.82	0.117264
1.83	0.115429
1.84	0.113614
1.85	0.111818
1.86	0.11004
1.87	0.108282
1.88	0.106542
1.89	0.104821
1.9	0.103118
1.91	0.101434
1.92	0.0997676
1.93	0.0981199
1.94	0.0964904
1.95	0.0948789
1.96	0.0932854
1.97	0.0917098
1.98	0.090152
1.99	0.0886118
2	0.0870893
2.01	0.0855844
2.02	0.0840968
2.03	0.0826267
2.04	0.0811737
2.05	0.079738
2.06	0.0783194
2.07	0.0769177
2.08	0.075533
2.09	0.0741651
2.1	0.0728139
2.11	0.0714794
2.12	0.0701615
2.13	0.06886
2.14	0.0675749
2.15	0.0663062
2.16	0.0650536
2.17	0.0638172
2.18	0.0625967
2.19	0.0613923
2.2	0.0602036
2.21	0.0590308
2.22	0.0578736
2.23	0.0567321
2.24	0.0556059
2.25	0.0544952
2.26	0.0533998
2.27	0.0523197
2.28	0.0512546
2.29	0.0502046
2.3	0.0491694
2.31	0.0481492
2.32	0.0471436
2.33	0.0461527
2.34	0.0451764
2.35	0.0442145
2.36	0.0432669
2.37	0.0423336
2.38	0.0414144
2.39	0.0405094
2.4	0.0396182
2.41	0.0387409
2.42	0.0378772
2.43	0.0370273
2.44	0.0361909
2.45	0.0353679
2.46	0.0345582
2.47	0.0337618
2.48	0.0329785
2.49	0.0322081
2.5	0.0314507
2.51	0.030706
2.52	0.029974
2.53	0.0292546
2.54	0.0285476
2.55	0.027853
2.56	0.0271706
2.57	0.0265003
2.58	0.025842
2.59	0.0251956
2.6	0.024561
2.61	0.023938
2.62	0.0233266
2.63	0.0227266
2.64	0.0221379
2.65	0.0215604
2.66	0.020994
2.67	0.0204385
2.68	0.0198939
2.69	0.01936
2.7	0.0188366
2.71	0.0183238
2.72	0.0178213
2.73	0.0173291
2.74	0.016847
2.75	0.0163749
2.76	0.0159126
2.77	0.0154602
2.78	0.0150173
2.79	0.014584
2.8	0.0141601
2.81	0.0137454
2.82	0.0133399
2.83	0.0129434
2.84	0.0125558
2.85	0.012177
2.86	0.0118068
2.87	0.0114452
2.88	0.011092
2.89	0.0107471
2.9	0.0104104
2.91	0.0100818
2.92	0.00976104
2.93	0.00944811
2.94	0.00914289
2.95	0.00884522
2.96	0.00855502
2.97	0.00827213
2.98	0.00799647
2.99	0.00772789
3	0.0074663
3.01	0.00721154
3.02	0.00696354
3.03	0.00672214
3.04	0.00648727
3.05	0.00625877
3.06	0.00603655
3.07	0.00582048
